lab_method_name,element_type,lab_csv_header,r-Modus_Soil_Test_v1,r-Modus_Soil_Test_v2,r-Analyte,f-Analyte,r-Extraction_Method,f-Extraction_Method,r-Measurement_Method,f-Measurement_Method,r-Unit_of_Measurement,f-Unit_of_Measurement_Default,r-Unit_of_Measurement_Alt,f-Unit_of_Measurement_Alt,r-UCUM_Unit_String-Unit_of_Measurement_Default,f-UCUM_Unit_String_Default,r-UCUM_Unit_String-Unit_of_Measurement_Alt,f-UCUM_Unit_String_Alt,lu-Modus_Soil_Test_v1 r-Modus_Soil_Test_v2,notes,internal_status,r-Lab,lu-lab_name r-Lab,lu-modus_id r-Modus_Soil_Test_v1,lu-modus_id r-Modus_Soil_Test_v2,lu-unit_of_measurement_name-r-Unit_of_Measurement_Alt,lu-Modus_Soil_Test_v2-r-Modus_Soil_Test_v1,example_test_result,modus_id_assigned_status
Mn manganese,Soil,Mn manganese,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Mo molybdenum,Soil,Mo molybdenum,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Na sodium,Soil,Na sodium,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Ni nickel,Soil,Ni nickel,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
OM,Soil,OM,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
P,Soil,P,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
P phosphorus,Soil,P phosphorus,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Pb lead,Soil,Pb lead,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
pH,Soil,pH,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
S sulfur,Soil,S sulfur,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Zn,Soil,Zn,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Zn zinc,Soil,Zn zinc,,,,,,,,,,,,,,,,,,,,"""University of Georgia Extension Ag & Environmental Services Labs - Athens, GA""","University of Georgia Extension Ag & Environmental Services Labs - Athens, GA",,,,,,
Aluminium,Soil,Aluminum ppm Al,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
base saturation %,Soil,,S-BS.19,L_MODV2_SOIL_BS_001,Base Saturation,Base Saturation,Calculation,Calculation,ICP-OES / AAS,ICP-OES / AAS,%,%,,"%, cmol",%,%,,"%, cmol",S-BS.19,unsure if this is correct,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-BS.19,L_MODV2_SOIL_BS_001,,L_MODV2_SOIL_BS_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Boron,Soil,Boron ppm B,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Bray P-1 Phosporus,Soil,Bray P-1 ppm P,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Bray P-2 Phosporus,Soil,Bray P-2 ppm P,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
buffer pH,Soil,WDRF Buffer pH,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Calcium,Soil,Calcium ppm Ca,S-CA-M3.05,L_MODV2_SOIL_CA_021,Calcium,Calcium,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CA-M3.05,waiting for confirmation,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-CA-M3.05,L_MODV2_SOIL_CA_021,,L_MODV2_SOIL_CA_021,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Chloride,Soil,Chloride ppm Cl,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Copper,Soil,Copper ppm Cu,S-CU-H3A1.01.04,L_MODV2_SOIL_CU_009,Copper,Copper,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-CU-H3A1.01.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-CU-H3A1.01.04,L_MODV2_SOIL_CU_009,,L_MODV2_SOIL_CU_009,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Excess Lime Rating,Soil,Excess Lime,,,,,,,,,,,,,,,,,,Don't think this exists in modus,Not in MODUS,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
extract - ammonium-nitrogen,Soil,,S-NH4-H3A1.01.05,L_MODV2_SOIL_NH4N_003,Ammonium-Nitrogen,Ammonium-Nitrogen,H3A-1,H3A-1,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NH4-H3A1.01.05,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-NH4-H3A1.01.05,L_MODV2_SOIL_NH4N_003,,L_MODV2_SOIL_NH4N_003,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
extract - inorganic nitrogen,Soil,,S-TN.16,L_MODV2_SOIL_TN_002,"""Nitrogen, Total""","""Nitrogen, Total""",Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-TN.16,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-TN.16,L_MODV2_SOIL_TN_002,,L_MODV2_SOIL_TN_002,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
extract - inorganic phosphorous,Soil,,,,,,,,,,,,,,,,,,,need more info,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
extract - organic phosphorous,Soil,,,,,,,,,,,,,,,,,,,need more info,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
extract - total phosphorous,Soil,,,,,,,,,,,,,,,,,,,need more info,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
H2O extract - ammonium-nitrogen ,Soil,,S-NH4N-W1:1.01,L_MODV2_SOIL_NH4N_002,Ammonium-Nitrogen,Ammonium-Nitrogen,Slurry,Slurry,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NH4N-W1:1.01,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-NH4N-W1:1.01,L_MODV2_SOIL_NH4N_002,,L_MODV2_SOIL_NH4N_002,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
H2O extract - H3A,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
H2O extract - nitrate-nitrogen,Soil,,S-NO3-W1:1.01.01,L_MODV2_SOIL_NO3N_005,Nitrate-Nitrogen,Nitrate-Nitrogen,Slurry,Slurry,Cd Red/Spectrophotometric,Cd Red/Spectrophotometric,meq/L,meq/L,,"meq/L, mg/L, ppm, mg/kg, lb/ac, kg/ha",meq/L,meq/L,,"meq/L, mg/L, [ppm], mg/kg, [lb_av]/[acr_us], kg/har",S-NO3-W1:1.01.01,unsure if this is correct,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-NO3-W1:1.01.01,L_MODV2_SOIL_NO3N_005,,L_MODV2_SOIL_NO3N_005,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
H2O extract - total nitrogen,Soil,,S-TN-W.01,L_MODV2_SOIL_TN_003,"""Nitrogen, Total""","""Nitrogen, Total""",Slurry,Slurry,Spectrophotometric,Spectrophotometric,,ppm,,ppm,[ppm],[ppm],,[ppm],S-TN-W.01,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-TN-W.01,L_MODV2_SOIL_TN_003,,L_MODV2_SOIL_TN_003,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
H2O extract - total organic carbon,Soil,,S-TOC.16,L_MODV2_SOIL_OC_001,Organic Carbon,Organic Carbon,Combustion,Combustion,Combustion Analyzer,Combustion Analyzer,%,%,,"%, g/kg",%,%,,"%, g/kg",S-TOC.16,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-TOC.16,L_MODV2_SOIL_OC_001,,L_MODV2_SOIL_OC_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
H2O extract - total organic nitrogen,Soil,,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
iron,Soil,Iron ppm Fe,S-FE-H3A.04,L_MODV2_SOIL_FE_010,Iron,Iron,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,[ppm],[ppm],,[ppm],S-FE-H3A.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-FE-H3A.04,L_MODV2_SOIL_FE_010,,L_MODV2_SOIL_FE_010,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Magnesium,Soil,Magnesium ppm Mg,S-MG-H3A1.01.04,L_MODV2_SOIL_MG_015,Magnesium,Magnesium,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MG-H3A1.01.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-MG-H3A1.01.04,L_MODV2_SOIL_MG_015,,L_MODV2_SOIL_MG_015,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Manganese,Soil,Manganese ppm Mn,S-MN-M3.05,L_MODV2_SOIL_MN_015,Manganese,Manganese,,Mehlich 3,ICP-OES / AAS,ICP-OES / AAS,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-MN-M3.05,waiting for confirmation,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-MN-M3.05,L_MODV2_SOIL_MN_015,,L_MODV2_SOIL_MN_015,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
nitrate-nitrogen,Soil,Nitrate-N ppm N,S-NO3-H3A1.01.05,L_MODV2_SOIL_NO3N_008,Nitrate-Nitrogen,Nitrate-Nitrogen,H3A-1,H3A-1,Spectrophotometric,Spectrophotometric,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NO3-H3A1.01.05,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-NO3-H3A1.01.05,L_MODV2_SOIL_NO3N_008,,L_MODV2_SOIL_NO3N_008,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Nitrate-Nitrogen,Soil,2N KCl NO3-N ppm N,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
organic matter,Soil,Organic Matter LOI %,S-SOM-LOI.15,L_MODV2_SOIL_OM_004,Organic Matter,Organic Matter,Loss on Ignition (LOI),Loss on Ignition (LOI),Gravimetric,Gravimetric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-SOM-LOI.15,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-SOM-LOI.15,L_MODV2_SOIL_OM_004,,L_MODV2_SOIL_OM_004,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
pH,Soil,1:1 Soil pH,S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,pH,pH,Slurry,Slurry,H+ ISE,H+ ISE,standard pH unit,standard pH unit,,"standard units, s.u., none",,,,,S-PH-1:1.02.07,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-PH-1:1.02.07,L_MODV2_SOIL_PH_005,,L_MODV2_SOIL_PH_005,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Phosphorous,Soil,,S-P-H3A1.01.04,L_MODV2_SOIL_P_020,Phosphorus,Phosphorus,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-P-H3A1.01.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-P-H3A1.01.04,L_MODV2_SOIL_P_020,,L_MODV2_SOIL_P_020,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Potassium,Soil,Potassium ppm K,S-K-H3A1.01.04,L_MODV2_SOIL_K_019,Potassium,Potassium,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-K-H3A1.01.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-K-H3A1.01.04,L_MODV2_SOIL_K_019,,L_MODV2_SOIL_K_019,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Olsen P,Soil,Olsen P ppm P,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
sodium,Soil,Sodium ppm Na,S-NA-H3A1.01.04,L_MODV2_SOIL_NA_009,Sodium,Sodium,H3A-1,H3A-1,ICP,ICP,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-NA-H3A1.01.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-NA-H3A1.01.04,L_MODV2_SOIL_NA_009,,L_MODV2_SOIL_NA_009,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Soil Respiration,Soil,,S-CO2-RESP.01,L_MODV2_SOIL_CO2RESP_001,CO2 Respiration,CO2 Respiration,Respiration,Respiration,Spectrophotometric,Spectrophotometric,%,%,,"%, g/kg",%,%,,"%, g/kg",S-CO2-RESP.01,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-CO2-RESP.01,L_MODV2_SOIL_CO2RESP_001,,L_MODV2_SOIL_CO2RESP_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
soluble salts,Soil,1:1 S Salts mmho/cm,S-SS.19,L_MODV2_SOIL_SS_001,Soluble Salts,Soluble Salts,Saturated Paste,Saturated Paste,Electrical Conductivity,Electrical Conductivity,mg/kg,mg/kg,,ppm,[ppm],[ppm],,[ppm],S-SS.19,unsure if this is correct,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-SS.19,L_MODV2_SOIL_SS_001,,L_MODV2_SOIL_SS_001,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
sulfur,Soil,Sulfate-S ppm S,S-S-H3A.04,L_MODV2_SOIL_S_020,Sulfur,Sulfur,H3A-1,H3A-1,,ICP-OES,,kg/ha,,lb/ac,[ppm],[ppm],,[lb_av]/[acr_us],S-S-H3A.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-S-H3A.04,L_MODV2_SOIL_S_020,,"L_MODV2_SOIL_S_020,L_MODV2_SOIL_S_021",,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Sum of cations (CEC),Soil,CEC/Sum of Cations me/100g,,,,,,,,,,,,,,,,,,,Need more info from lab,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
total bacteria gram (-),Soil,,,,,,,,,,,,,,,,,,,Don't think this exists in modus,Not in MODUS,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
total bacteria gram (+),Soil,,,,,,,,,,,,,,,,,,,Don't think this exists in modus,Not in MODUS,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Total fungi,Soil,,,,,,,,,,,,,,,,,,,Don't think this exists in modus,Not in MODUS,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Undifferentiated microorganisms,Soil,,,,,,,,,,,,,,,,,,,Don't think this exists in modus,Not in MODUS,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
zinc,Soil,Zinc ppm Zn,S-ZN-H3A1.01.04,L_MODV2_SOIL_ZN_008,Zinc,Zinc,H3A-1,H3A-1,ICP-OES,ICP-OES,mg/kg,mg/kg,,ppm,mg/kg,mg/kg,,[ppm],S-ZN-H3A1.01.04,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",S-ZN-H3A1.01.04,L_MODV2_SOIL_ZN_008,,L_MODV2_SOIL_ZN_008,,"OpenTEAM - Suggested ID, NEEDS LAB REVIEW"
Total Carbon %,Soil,Total Carbon %,,,Total Carbon,Total Carbon,,,,,%,%,,,%,%,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Nitrogen Rec,Soil,lbs N/A,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Texture,Soil,Texture No,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
H Sat,Soil,%H Sat,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
K Sat,Soil,%K Sat,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Ca Sat,Soil,%Ca Sat,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Mg Sat,Soil,%Mg Sat,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Na Sat,Soil,%Na Sat,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
KCl NH4-N ppm,Soil,KCl NH4-N ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Mehlich P-II ppm P,Soil,Mehlich P-II ppm P,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Mehlich P-III ppm P,Soil,Mehlich P-III ppm P,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Salt pH,Soil,Salt pH,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Salt Buffer pH,Soil,Salt Buffer pH,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
WB OM %,Soil,WB OM %,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Total N ppm,Soil,Total N ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Soil Moisture %,Soil,Soil Moisture %,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Total P ppm,Soil,Total P ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Total Zn ppm,Soil,Total Zn ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Nitrite-N ppm,Soil,Nitrite-N ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
% Sand,Soil,% Sand,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
% Silt,Soil,% Silt,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
% Clay,Soil,% Clay,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Texture,Soil,Texture,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste % Sat,Soil,Paste % Sat,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste pH,Soil,Paste pH,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste EC mmho/cm,Soil,Paste EC mmho/cm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste HCO3 ppm,Soil,Paste HCO3 ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste Cl ppm,Soil,Paste Cl ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste Ca ppm,Soil,Paste Ca ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste Mg ppm,Soil,Paste Mg ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste Na ppm,Soil,Paste Na ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste S ppm,Soil,Paste S ppm,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Paste SAR,Soil,Paste SAR,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Crop 1,Soil,Crop 1,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
YG 1,Soil,YG 1,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Nitrogen Rec,Soil,Nitrogen Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
P2O5 Rec,Soil,P2O5 Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
K2O Rec,Soil,K2O Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Sulfur Rec,Soil,Sulfur Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Zinc Rec,Soil,Zinc Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Magnesium Rec,Soil,Magnesium Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Iron Rec,Soil,Iron Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Manganese Rec,Soil,Manganese Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Copper Rec,Soil,Copper Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Boron Rec,Soil,Boron Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Lime Rec,Soil,Lime Rec,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
Crop 2,Soil,Crop 2,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
YG 2,Soil,YG 2,,,,,,,,,,,,,,,,,,,,"""Ward Laboratories, Inc. - Kearney, NE""","Ward Laboratories, Inc. - Kearney, NE",,,,,,
